"GEO_ID","NAME","B17018_001E","B17018_001M","B17018_002E","B17018_002M","B17018_003E","B17018_003M","B17018_004E","B17018_004M","B17018_005E","B17018_005M","B17018_006E","B17018_006M","B17018_007E","B17018_007M","B17018_008E","B17018_008M","B17018_009E","B17018_009M","B17018_010E","B17018_010M","B17018_011E","B17018_011M","B17018_012E","B17018_012M","B17018_013E","B17018_013M","B17018_014E","B17018_014M","B17018_015E","B17018_015M","B17018_016E","B17018_016M","B17018_017E","B17018_017M","B17018_018E","B17018_018M","B17018_019E","B17018_019M","B17018_020E","B17018_020M","B17018_021E","B17018_021M","B17018_022E","B17018_022M","B17018_023E","B17018_023M","B17018_024E","B17018_024M","B17018_025E","B17018_025M","B17018_026E","B17018_026M","B17018_027E","B17018_027M","B17018_028E","B17018_028M","B17018_029E","B17018_029M","B17018_030E","B17018_030M","B17018_031E","B17018_031M","B17018_032E","B17018_032M","B17018_033E","B17018_033M","B17018_034E","B17018_034M","B17018_035E","B17018_035M",
"860Z200US23435","ZCTA5 23435","8870","484","536","216","154","89","16","28","10","12","38","39","90","70","382","189","121","96","0","28","88","80","0","28","33","45","261","155","23","34","38","55","110","69","90","118","8334","474","6810","482","133","73","1150","259","1858","311","3669","405","1524","275","445","156","0","28","210","130","54","40","181","79","1079","258","60","65","167","93","383","165","469","224",
"860Z200US23436","ZCTA5 23436","285","79","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","285","79","275","81","0","13","8","14","112","55","155","68","10","11","4","7","0","13","0","13","0","13","4","7","6","9","6","9","0","13","0","13","0","13",
"860Z200US23437","ZCTA5 23437","1309","144","62","30","15","18","5","8","10","16","0","13","0","13","47","28","0","13","0","13","0","13","0","13","0","13","47","28","0","13","32","22","15","20","0","13","1247","146","945","136","21","15","232","81","410","105","282","83","302","94","132","63","28","28","53","32","26","29","25","37","170","69","4","10","44","34","79","64","43","33",
"860Z200US23438","ZCTA5 23438","458","106","29","39","29","39","23","37","0","13","0","13","6","10","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","429","96","387","94","11","13","140","70","169","84","67","33","42","41","29","39","0","13","0","13","5","9","24","38","13","13","5","7","6","11","0","13","2","3",
"860Z200US23440","ZCTA5 23440","110","66","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","110","66","104","64","20","21","69","57","8","12","7","11","6","11","6","11","6","11","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23441","ZCTA5 23441","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23442","ZCTA5 23442","325","102","52","44","34","36","0","13","25","38","9","12","0","13","18","28","0","13","0","13","0","13","0","13","0","13","18","28","0","13","0","13","18","28","0","13","273","90","240","82","22","24","54","58","111","87","53","48","33","36","14","22","14","22","0","13","0","13","0","13","19","30","0","13","19","30","0","13","0","13",
"860Z200US23451","ZCTA5 23451","11199","696","743","217","224","88","23","44","33","39","107","67","61","51","519","190","146","181","0","28","7","10","123","180","16","25","373","169","146","130","49","56","60","47","118","68","10456","642","8645","568","145","99","946","206","2145","376","5409","437","1811","293","774","216","52","42","128","96","305","161","289","133","1037","245","31","35","218","100","319","139","469","152",
"860Z200US23452","ZCTA5 23452","14497","646","1004","256","236","110","75","78","107","78","0","31","54","40","768","222","103","67","13","20","16","26","66","57","8","11","665","217","74","59","265","121","139","116","187","141","13493","684","9960","604","216","118","1562","290","3834","453","4348","362","3533","385","965","212","182","110","231","107","379","146","173","90","2568","334","110","81","621","218","1015","191","822","196",
"860Z200US23453","ZCTA5 23453","9295","553","956","289","209","109","0","28","25","27","161","97","23","37","747","239","0","28","0","28","0","28","0","28","0","28","747","239","142","77","174","149","393","178","38","33","8339","530","6260","510","264","118","929","243","2547","444","2520","327","2079","324","519","177","35","57","157","94","186","118","141","79","1560","308","111","93","397","136","487","178","565","201",
"860Z200US23454","ZCTA5 23454","15302","675","810","269","190","99","0","31","49","41","90","71","51","49","620","263","17","18","0","31","11","16","6","7","0","31","603","264","151","115","53","63","296","187","103","76","14492","671","11528","631","522","225","1646","302","3464","444","5896","430","2964","426","910","261","31","38","254","184","307","136","318","132","2054","319","77","70","406","256","972","276","599","184",
"860Z200US23455","ZCTA5 23455","13578","869","639","189","247","92","69","62","33","36","92","86","53","52","392","164","4","6","0","31","0","31","0","31","4","6","388","164","12","20","191","132","98","68","87","98","12939","876","9917","803","274","127","1676","336","2732","451","5235","570","3022","577","1002","474","58","57","204","123","153","84","587","459","2020","371","125","88","360","156","830","277","705","214",
"860Z200US23456","ZCTA5 23456","17138","667","536","245","254","203","0","31","34","54","130","194","90","61","282","135","20","23","0","31","0","31","0","31","20","23","262","132","13","20","65","59","84","70","100","92","16602","709","14120","740","100","64","1465","257","4441","512","8114","607","2482","373","909","249","40","52","221","122","304","146","344","141","1573","252","69","58","141","81","758","185","605","157",
"860Z200US23457","ZCTA5 23457","1317","233","126","115","52","39","0","13","7","11","36","35","9","14","74","96","14","22","14","22","0","13","0","13","0","13","60","94","0","13","0","13","60","94","0","13","1191","221","1052","184","25","32","238","92","390","114","399","158","139","129","118","129","0","13","11","17","94","126","13","20","21","19","0","13","15","16","6","11","0","13",
"860Z200US23459","ZCTA5 23459","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23460","ZCTA5 23460","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23461","ZCTA5 23461","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23462","ZCTA5 23462","17628","916","2086","482","615","367","98","77","136","117","101","73","280","340","1471","407","261","212","8","14","5","8","239","215","9","17","1210","346","112","98","359","250","533","184","206","151","15542","911","10248","851","477","175","2083","357","3887","547","3801","573","5294","659","1408","375","217","128","497","248","442","181","252","105","3886","569","163","111","855","335","1581","383","1287","393",
"860Z200US23464","ZCTA5 23464","20594","842","794","169","273","98","45","41","29","33","68","58","131","84","521","158","97","109","0","31","76","110","21","21","0","31","424","120","60","38","74","51","182","104","108","57","19800","872","14931","788","644","196","2221","325","5551","544","6515","577","4869","647","1683","365","96","98","444","201","645","239","498","213","3186","589","47","46","847","372","1029","258","1263","339",
"860Z200US23480","ZCTA5 23480","97","46","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","97","46","77","41","2","3","25","16","5","7","45","39","20","21","4","7","0","13","0","13","0","13","4","7","16","20","0","13","12","18","4","8","0","13",
"860Z200US23486","ZCTA5 23486","22","30","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","22","30","0","13","0","13","0","13","0","13","0","13","22","30","0","13","0","13","0","13","0","13","0","13","22","30","0","13","22","30","0","13","0","13",
"860Z200US23487","ZCTA5 23487","1500","210","88","57","38","38","0","19","34","37","4","8","0","19","50","45","3","6","0","19","0","19","0","19","3","6","47","45","0","19","25","29","22","35","0","19","1412","204","1175","202","16","12","323","106","541","167","295","89","237","82","87","55","0","19","36","38","47","43","4","7","150","52","19","15","36","28","71","38","24","27",
"860Z200US23488","ZCTA5 23488","54","84","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","54","84","0","13","0","13","0","13","0","13","0","13","54","84","54","84","0","13","54","84","0","13","0","13","0","13","0","13","0","13","0","13","0","13",
"860Z200US23502","ZCTA5 23502","4903","470","592","242","140","99","6","10","55","50","25","32","54","65","452","220","41","71","0","21","41","71","0","21","0","21","411","206","81","52","84","65","213","173","33","40","4311","416","2582","326","116","70","428","114","1101","231","937","259","1729","330","552","214","25","31","225","112","116","62","186","150","1177","255","155","118","300","199","391","127","331","154",
"860Z200US23503","ZCTA5 23503","7680","503","834","199","153","72","15","20","79","49","35","36","24","35","681","191","60","56","0","28","19","32","41","50","0","28","621","174","35","40","263","136","204","93","119","63","6846","493","4736","426","266","100","919","189","2043","338","1508","228","2110","314","571","174","121","92","163","78","221","129","66","47","1539","283","162","82","461","154","438","138","478","203",
"860Z200US23504","ZCTA5 23504","4816","402","1502","343","202","125","24","37","28","41","42","44","108","107","1300","319","110","87","28","44","36","44","46","54","0","25","1190","294","305","115","458","234","296","132","131","75","3314","365","1445","286","43","25","348","177","551","172","503","116","1869","246","249","101","0","25","91","58","65","52","93","62","1620","239","286","108","444","128","614","176","276","116",
"860Z200US23505","ZCTA5 23505","6494","480","650","206","139","114","23","27","3","7","30","34","83","104","511","184","16","27","0","25","0","25","16","27","0","25","495","181","118","101","141","94","164","78","72","60","5844","519","4036","444","118","79","637","140","1411","249","1870","371","1808","319","478","185","81","66","134","84","183","148","80","49","1330","268","237","156","205","90","596","204","292","115",
"860Z200US23507","ZCTA5 23507","1384","191","58","54","30","27","8","13","0","19","0","19","22","25","28","45","0","19","0","19","0","19","0","19","0","19","28","45","0","19","28","45","0","19","0","19","1326","172","1199","171","0","19","5","9","164","75","1030","150","127","62","40","31","0","19","0","19","0","19","40","31","87","51","0","19","0","19","14","24","73","45",
"860Z200US23508","ZCTA5 23508","3331","342","226","86","92","54","23","28","14","21","34","35","21","20","134","59","0","25","0","25","0","25","0","25","0","25","134","59","18","20","21","23","64","50","31","27","3105","327","2478","312","171","99","142","97","351","97","1814","248","627","145","212","92","0","25","18","20","158","88","36","36","415","110","20","21","70","65","120","59","205","90",
"860Z200US23509","ZCTA5 23509","3289","273","300","95","55","46","42","43","0","21","8","12","5","9","245","91","31","48","0","21","31","48","0","21","0","21","214","71","28","31","45","33","129","58","12","18","2989","281","1892","197","50","39","409","150","510","107","923","136","1097","242","386","153","82","86","127","101","133","99","44","30","711","178","16","21","212","78","357","162","126","65",
"860Z200US23510","ZCTA5 23510","1697","232","391","112","0","19","0","19","0","19","0","19","0","19","391","112","18","23","0","19","18","23","0","19","0","19","373","114","92","67","64","79","181","70","36","32","1306","235","874","222","0","19","83","94","181","102","610","202","432","109","46","49","22","38","0","19","0","19","24","29","386","104","58","63","90","54","137","72","101","52",
"860Z200US23511","ZCTA5 23511","327","111","16","24","16","24","0","21","0","21","16","24","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","0","21","311","106","279","95","0","21","26","32","37","43","216","86","32","48","0","21","0","21","0","21","0","21","0","21","32","48","0","21","0","21","32","48","0","21",
"860Z200US23513","ZCTA5 23513","7982","663","904","247","283","150","95","80","66","53","72","68","50","74","621","210","96","80","56","61","23","37","17","28","0","28","525","194","87","71","110","79","240","141","88","72","7078","671","3880","676","149","97","822","216","1886","501","1023","290","3198","406","853","243","171","70","385","166","232","140","65","64","2345","374","300","135","490","179","1070","265","485","196",
"860Z200US23517","ZCTA5 23517","695","127","37","35","26","27","8","12","0","13","7","10","11","21","11","19","11","19","11","19","0","13","0","13","0","13","0","13","0","13","0","13","0","13","0","13","658","132","557","129","14","22","108","107","101","58","334","90","101","66","34","34","0","13","0","13","11","18","23","29","67","60","0","13","0","13","47","54","20","20",
"860Z200US23518","ZCTA5 23518","8051","557","467","149","101","58","25","33","21","25","40","32","15","24","366","152","104","78","72","74","20","16","12","19","0","25","262","136","54","45","73","64","106","83","29","33","7584","546","5508","509","352","116","1205","228","1707","286","2244","386","2076","312","597","193","75","69","191","112","251","131","80","51","1479","297","77","64","562","220","607","206","233","110",
